,Доход(у) млрд тенге,Затраты на рекламу млн. тенге,Себестоимость млрд. тенге,Числ. абон. (юр.л) тыс., числ абон (физ.л.) тыс, кол-во услуг
11.1,0.167,7.84,6.984,34.26,9
17.3,0.256,13.00,7.456,47.41,11
